ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0122,/contact/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 454px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0123,/contact/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0124,/contact/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0125,/contact/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0126,/de/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 891px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0127,/de/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 434px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0128,/de/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1347px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares Vage Anfrage
S0129,/de/,Vage Anfrage,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 539px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Strukturierter Kurzbrief
S0130,/de/,Strukturierter Kurzbrief,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 539px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Vage Anfrage,Prepares an unlabeled structural region
S0131,/de/,Seiteninformationen,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Strukturierter Kurzbrief,Prepares Shared page ending / footer
S0132,/decision-map/,decision-map-page__masthead site-shell section-y,decision-map-page__masthead site-shell section-y,Orient the visitor and establish the page promise,section depth 1; 637px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0133,/decision-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 717px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Damaged or new?
S0134,/decision-map/,Damaged or new?,ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 118px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Large or small?
S0135,/decision-map/,Large or small?,ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 118px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Damaged or new?,Prepares Local repair or full geometry?
S0136,/decision-map/,Local repair or full geometry?,ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 118px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Large or small?,"Prepares Wear, corrosion, heat, cracking, or machining error?"
S0137,/decision-map/,"Wear, corrosion, heat, cracking, or machining error?",ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 146px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Local repair or full geometry?,Prepares Is SLM better?
S0138,/decision-map/,Is SLM better?,ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 146px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,"Follows Wear, corrosion, heat, cracking, or machining error?","Prepares Is machining, welding, or replacement better?"
S0139,/decision-map/,"Is machining, welding, or replacement better?",ordered-card p-4,Develop the page's primary narrative or task,article depth 4; 146px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Is SLM better?,Prepares an unlabeled structural region
S0140,/decision-map/,site-shell section-y scroll-mt-24 premium-flow-tool-surface,site-shell section-y scroll-mt-24 premium-flow-tool-surface,Develop the page's primary narrative or task,section depth 1; 1247px,"rgb(36, 33, 31)",surface reset,surface reset,"Follows Is machining, welding, or replacement better?",Prepares an unlabeled structural region
S0141,/decision-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 442px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0142,/decision-map/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Turn vague requests into usable LMD data
S0143,/decision-map/,Turn vague requests into usable LMD data,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0144,/decision-map/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Turn vague requests into usable LMD data,Prepares Shared page ending / footer
S0145,/demo/,demo-page__masthead site-shell section-y,demo-page__masthead site-shell section-y,Orient the visitor and establish the page promise,section depth 1; 600px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0146,/demo/,band section-y premium-flow-tool-surface,band section-y premium-flow-tool-surface,Develop the page's primary narrative or task,section depth 1; 1300px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Vague request
S0147,/demo/,Vague request,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 1107px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Usable brief
S0148,/demo/,Usable brief,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 1107px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Vague request,Prepares an unlabeled structural region
S0149,/demo/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1057px,"rgb(23, 24, 23)",surface reset,surface reset,Follows Usable brief,Prepares an unlabeled structural region
S0150,/demo/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 5769px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0151,/demo/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 738px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0152,/demo/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Turn vague requests into usable LMD data
S0153,/demo/,Turn vague requests into usable LMD data,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0154,/demo/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Turn vague requests into usable LMD data,Prepares Shared page ending / footer
S0155,/domains/lmd-ded/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 716px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0156,/domains/lmd-ded/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 507px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0157,/domains/lmd-ded/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 764px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares Why LMD/DED is my current proving ground
S0158,/domains/lmd-ded/,Why LMD/DED is my current proving ground,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 3; 154px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connection to repairability
S0159,/domains/lmd-ded/,Connection to repairability,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 3; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Why LMD/DED is my current proving ground,Prepares Connection to quality evidence
S0160,/domains/lmd-ded/,Connection to quality evidence,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Connection to repairability,Prepares Connection to Exafuse public context
S0161,/domains/lmd-ded/,Connection to Exafuse public context,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 3; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Connection to quality evidence,Prepares an unlabeled structural region
S0162,/domains/lmd-ded/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 728px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Connection to Exafuse public context,Prepares an unlabeled structural region
S0163,/domains/lmd-ded/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 661px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0164,/domains/lmd-ded/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 546px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
