ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0174,/evidence/,band evidence-base__signal-band,band evidence-base__signal-band,"Present inspectable evidence, source context, or limitations",section depth 1; 224px,Reference,supporting,surface reset,surface reset
S0175,/evidence/,ordered-card evidence-base__signal-card p-4,ordered-card evidence-base__signal-card p-4,"Present inspectable evidence, source context, or limitations",article depth 3; 175px,Reference,supporting,surface reset,same canvas / spacing gap
S0176,/evidence/,ordered-card evidence-base__signal-card p-4,ordered-card evidence-base__signal-card p-4,"Present inspectable evidence, source context, or limitations",article depth 3; 175px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0177,/evidence/,ordered-card evidence-base__signal-card p-4,ordered-card evidence-base__signal-card p-4,"Present inspectable evidence, source context, or limitations",article depth 3; 175px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0178,/evidence/,ordered-card evidence-base__signal-card p-4,ordered-card evidence-base__signal-card p-4,"Present inspectable evidence, source context, or limitations",article depth 3; 175px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0179,/evidence/,site-shell section-y evidence-base__rail,site-shell section-y evidence-base__rail,"Present inspectable evidence, source context, or limitations",section depth 1; 748px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0180,/evidence/,Evidence workflow,evidence-rail,"Present inspectable evidence, source context, or limitations",section depth 3; 339px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0181,/evidence/,site-shell section-y evidence-base__classification,site-shell section-y evidence-base__classification,"Present inspectable evidence, source context, or limitations",section depth 1; 909px,Reference,dominant,same canvas / spacing gap,surface reset
S0182,/evidence/,Public source,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Reference,supporting,surface reset,same canvas / spacing gap
S0183,/evidence/,Exafuse public page,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0184,/evidence/,External partner/source,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0185,/evidence/,Personal framework,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0186,/evidence/,Research/source map,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0187,/evidence/,Lab note,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0188,/evidence/,Draft / incomplete,ordered-card evidence-base__classification-card p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 130px,Reference,supporting,same canvas / spacing gap,surface reset
S0189,/evidence/,band section-y evidence-base__rules,band section-y evidence-base__rules,"Present inspectable evidence, source context, or limitations",section depth 1; 741px,Reference,substantial,surface reset,surface reset
S0190,/evidence/,Strong evidence,ordered-card-strong evidence-base__rule-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,surface reset,same canvas / spacing gap
S0191,/evidence/,Weak evidence,ordered-card-strong evidence-base__rule-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0192,/evidence/,Monitoring is not release proof,ordered-card-strong evidence-base__rule-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0193,/evidence/,Decision systems need verification,ordered-card-strong evidence-base__rule-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,same canvas / spacing gap,surface reset
S0194,/evidence/,site-shell section-y evidence-base__facts,site-shell section-y evidence-base__facts,"Present inspectable evidence, source context, or limitations",section depth 1; 1093px,Reference,dominant,surface reset,surface reset
S0195,/evidence/,Typical DED cooling-rate range,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,surface reset,same canvas / spacing gap
S0196,/evidence/,Common powder particle diameter range,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0197,/evidence/,General material usage efficiency reported for LAM-DED,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0198,/evidence/,Dilution-ratio window cited for proper first-layer dilution,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0199,/evidence/,LMD focus size compared with SLM in Sharma et al.,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0200,/evidence/,Parameters from Manish Sharma's 2018 LMD paper,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0201,/evidence/,316L powder size in the 2018 lattice experiment,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0202,/evidence/,BreitbahnDED project targets,evidence-fact-grid__card ordered-card-strong card-hover p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 319px,Reference,supporting,same canvas / spacing gap,surface reset
S0203,/evidence/,band section-y evidence-base__field-notes,band section-y evidence-base__field-notes,"Present inspectable evidence, source context, or limitations",section depth 1; 727px,Reference,substantial,surface reset,surface reset
S0204,/evidence/,Height is not a cosmetic variable.,ordered-card-strong evidence-base__field-note p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,surface reset,same canvas / spacing gap
S0205,/evidence/,A camera is not a certificate.,ordered-card-strong evidence-base__field-note p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 154px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0206,/evidence/,RFQs fail when they hide risk.,ordered-card-strong evidence-base__field-note p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0207,/evidence/,Traceability is a product feature.,ordered-card-strong evidence-base__field-note p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,Reference,supporting,same canvas / spacing gap,surface reset
S0208,/evidence/,site-shell section-y evidence-base__industrial-context,site-shell section-y evidence-base__industrial-context,"Present inspectable evidence, source context, or limitations",section depth 1; 1710px,Reference,dominant,surface reset,same canvas / spacing gap
S0209,/evidence/,Duisburg Bridge Components,ordered-card-strong evidence-base__case-card p-5,"Present inspectable evidence, source context, or limitations",article depth 5; 522px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0210,/evidence/,Forging Hammer Repair,ordered-card-strong evidence-base__case-card p-5,"Present inspectable evidence, source context, or limitations",article depth 5; 522px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0211,/evidence/,Nobufil Extrusion Screw Repair,ordered-card-strong evidence-base__case-card p-5,"Present inspectable evidence, source context, or limitations",article depth 5; 498px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0212,/evidence/,130 mm Build-and-Coat Drill,ordered-card-strong evidence-base__case-card p-5,"Present inspectable evidence, source context, or limitations",article depth 5; 498px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0213,/evidence/,site-shell section-y evidence-base__reference-map,site-shell section-y evidence-base__reference-map,"Present inspectable evidence, source context, or limitations",section depth 1; 1071px,Reference,dominant,same canvas / spacing gap,surface reset
S0214,/evidence/,band section-y evidence-base__sources,band section-y evidence-base__sources,"Present inspectable evidence, source context, or limitations",section depth 1; 1732px,Reference,dominant,surface reset,surface reset
